,Average_Temp,Average_WD,Average_RH,Average_WS,NV%,Temp_Range,RH_Range,distance,GEOID,CLASS
0,0.5923753665689149,0.19999999999999996,0.4057761732851981,0.33333333333333337,0.8700000000000006,0.3783783783783785,0.3999999999999999,0.3013908724435596,55001950100,2
1,0.5923753665689149,0.19999999999999996,0.4057761732851981,0.33333333333333337,0.8700000000000006,0.3783783783783785,0.3999999999999999,0.2414011439345439,55001950201,2
2,0.5923753665689149,0.19999999999999996,0.4057761732851981,0.33333333333333337,0.8700000000000006,0.3783783783783785,0.3999999999999999,0.2870529966723184,55001950202,3
3,0.5923753665689149,0.19999999999999996,0.4057761732851981,0.33333333333333337,0.8700000000000006,0.3783783783783785,0.3999999999999999,0.29735966399561004,55001950400,3
4,1.0,0.2272727272727273,0.4664259927797838,0.2727272727272726,0.7800000000000002,0.4864864864864864,0.19999999999999973,0.21279574507003612,55001950501,2
5,1.0,0.2272727272727273,0.4664259927797838,0.2727272727272726,0.7800000000000002,0.4864864864864864,0.19999999999999973,0.36022681703379045,55001950502,2
6,1.0,0.2272727272727273,0.4664259927797838,0.2727272727272726,0.7800000000000002,0.4864864864864864,0.19999999999999973,0.36641785269556293,55001950700,3
7,0.09677419354838701,0.09090909090909083,0.5140794223826717,0.06060606060606055,0.6100000000000003,0.6486486486486487,0.6000000000000001,0.22065413919980867,55003940000,2
8,0.09677419354838701,0.09090909090909083,0.5140794223826717,0.06060606060606055,0.6100000000000003,0.6486486486486487,0.6000000000000001,0.3774280467986014,55003950300,2
9,0.09677419354838701,0.09090909090909083,0.5140794223826717,0.06060606060606055,0.6100000000000003,0.6486486486486487,0.6000000000000001,0.38992268240690586,55003950400,2
10,0.09677419354838701,0.09090909090909083,0.5140794223826717,0.06060606060606055,0.6100000000000003,0.6486486486486487,0.6000000000000001,0.34646583322194163,55003950500,2
11,0.09677419354838701,0.09090909090909083,0.5140794223826717,0.06060606060606055,0.6100000000000003,0.6486486486486487,0.6000000000000001,0.2001392983023899,55003950600,2
12,0.09677419354838701,0.09090909090909083,0.5140794223826717,0.06060606060606055,0.6100000000000003,0.6486486486486487,0.6000000000000001,0.10350989510415716,55003950700,2
13,0.09677419354838701,0.09090909090909083,0.5140794223826717,0.06060606060606055,0.6100000000000003,0.6486486486486487,0.6000000000000001,0.35805995455217005,55003950800,2
14,0.07038123167155441,0.045454545454545414,0.5653429602888078,0.18181818181818177,0.17000000000000037,0.5945945945945947,1.0000000000000004,0.03184162205134339,55005000100,3
15,0.07038123167155441,0.045454545454545414,0.5653429602888078,0.18181818181818177,0.17000000000000037,0.5945945945945947,1.0000000000000004,0.2538535679360635,55005000200,2
16,0.07038123167155441,0.045454545454545414,0.5653429602888078,0.18181818181818177,0.17000000000000037,0.5945945945945947,1.0000000000000004,0.26050893127246894,55005000300,2
17,0.07038123167155441,0.045454545454545414,0.5653429602888078,0.18181818181818177,0.17000000000000037,0.5945945945945947,1.0000000000000004,0.09877515987646071,55005000400,4
18,0.07038123167155441,0.045454545454545414,0.5653429602888078,0.18181818181818177,0.17000000000000037,0.5945945945945947,1.0000000000000004,0.021738977494178316,55005000500,3
19,0.07038123167155441,0.045454545454545414,0.5653429602888078,0.18181818181818177,0.17000000000000037,0.5945945945945947,1.0000000000000004,0.0035739160411141055,55005000600,3
20,0.07038123167155441,0.045454545454545414,0.5653429602888078,0.18181818181818177,0.17000000000000037,0.5945945945945947,1.0000000000000004,0.009173989207899198,55005000800,3
21,0.07038123167155441,0.045454545454545414,0.5653429602888078,0.18181818181818177,0.17000000000000037,0.5945945945945947,1.0000000000000004,0.1815239797102877,55005000900,3
22,0.07038123167155441,0.045454545454545414,0.5653429602888078,0.18181818181818177,0.17000000000000037,0.5945945945945947,1.0000000000000004,0.005163886563342034,55005001001,2
23,0.07038123167155441,0.045454545454545414,0.5653429602888078,0.18181818181818177,0.17000000000000037,0.5945945945945947,1.0000000000000004,0.057309291478180126,55005001002,3
