,pixelPlant,pixelPole,pixelLake,pixelRoad,pixelGrass,pixelWall,pixelCar,propertiesAsses,pixelSea,numCraigslistHouse,pixelRiver,pixelBus,pixelCeiling,pixelPath,pixelBuilding,crime,walkSchool,walkMbta,energySiteEUI,pixelPerson,pixelTree,pixelVan,walkPark,walkUniversity,pixelSidewalk,pixelGround,pixelMountain,pixelPalmTree,pixelHouse,pixelBridge,pixelSign,pixelRailing,pixelField,pixelWindow,pixelGrandstand,numCraigslistRoom,pixelSky,Latitude,Longitude,Address,Zip,RoomType,Bathrooms,SQM,PricePerSQM
1872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10319932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,101.7,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.262135,-71.15653,2001,2132.0,2.0,2.0,108.231995,23.5605007558
1873,0.0,0.0,6.082000000000001,0.04,0.0,0.001,0.45899999999999996,13109800.0,0.0,0.0,0.0,0.0,0.0,0.131,3.5980000000000003,0.0,6.0,0.0,0.0,0.45899999999999996,1.4769999999999999,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19399999999999998,0.0,0.0,0.0,0.0,0.0,6.4670000000000005,42.274409999999996,-71.16173,2669,2132.0,1.0,1.0,51.09665,23.4849055662
1874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10319932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,101.7,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.262135,-71.15653,1996,2132.0,2.0,2.0,110.55457,22.6132669142
1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10319932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,101.7,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.262135,-71.15653,1998,2132.0,2.0,2.0,113.34166,22.4983470332
1876,0.0,0.0,1.187,3.28,0.0,0.28,0.11199999999999999,15092035.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,4.0,5.0,0.0,0.0,0.11199999999999999,1.7630000000000001,0.051,5.0,0.0,0.31,0.0,0.0,0.0,0.515,0.0,0.534,0.0,0.0,0.0,0.0,0.0,3.0589999999999997,42.27734,-71.16261,2821,2132.0,1.0,1.0,69.67725,21.5278301024
1877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19622500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,115.2,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.2833,-71.15553,2821,2132.0,1.0,1.0,60.38695,24.8398039643
1878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.29808,-71.172516,2822,2132.0,4.0,2.5,222.9672,14.8003831954
1879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.29882,-71.17135999999999,2822,2132.0,4.0,2.5,222.9672,14.8003831954
1880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.29808,-71.172516,2822,2132.0,4.0,2.5,224.082036,14.7267494481
1881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10319932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,101.7,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.262394,-71.15655500000001,2003,2132.0,1.0,1.0,71.53531,26.560309866599997
1882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5398200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.26207,-71.16669,2421,2132.0,3.0,1.5,181.16085,14.3518867349
1883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46734560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.260956,-71.15342,2122,2132.0,2.0,1.0,95.318478,18.8840614933
1884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46734560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.260956,-71.15342,2121,2132.0,3.0,1.0,95.318478,18.8840614933
1885,0.0,0.0,2.391,2.8369999999999997,0.0,0.001,0.17300000000000001,18329500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,58.5,0.17300000000000001,0.016,0.0,12.0,0.0,3.178,0.0,0.0,0.0,0.136,0.0,0.166,0.0,0.0,0.0,0.0,0.0,5.553,42.286526,-71.150116,1842,2132.0,2.0,2.0,110.275861,29.0181366165
1886,0.0,0.0,2.391,2.8369999999999997,0.0,0.001,0.17300000000000001,18329500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,58.5,0.17300000000000001,0.016,0.0,12.0,0.0,3.178,0.0,0.0,0.0,0.136,0.0,0.166,0.0,0.0,0.0,0.0,0.0,5.553,42.286526,-71.150116,1840,2132.0,2.0,2.0,112.226824,27.622629684299998
1887,0.0,0.14800000000000002,7.407,1.781,0.0,0.161,6.632000000000001,14414700.0,0.0,0.0,0.687,0.0,0.0,2.761,3.3739999999999997,1.0,5.0,0.0,0.0,6.632000000000001,9.709,0.0,10.0,0.0,0.12300000000000001,0.0,0.0,0.001,3.051,0.0,0.077,0.015,0.0,0.0,0.0,0.0,51.18,42.28423,-71.15434,463,2132.0,3.0,1.0,125.41905,22.325157143200002
1888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11081000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.2728,-71.16806,1761,2132.0,1.0,1.0,55.7418,26.909787628000004
1889,0.0,0.0,2.391,2.8369999999999997,0.0,0.001,0.17300000000000001,18329500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,58.5,0.17300000000000001,0.016,0.0,12.0,0.0,3.178,0.0,0.0,0.0,0.136,0.0,0.166,0.0,0.0,0.0,0.0,0.0,5.553,42.28553,-71.15165999999999,2598,2132.0,3.0,1.0,264.030326,7.95363181122
1890,0.0,0.0,0.183,0.0,0.0,0.001,0.0,15418500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,42.353885999999996,-71.13866999999999,1155,2134.0,2.0,1.5,74.78691500000001,34.7654399169
1891,0.0,0.042,40.36,2.7230000000000003,0.0,2.479,2.218,39025890.0,0.0,0.0,0.0,0.0,0.0,0.0,1.212,5.0,9.0,0.0,141.5,2.218,1.318,0.0,14.0,1.0,1.0859999999999999,0.0,0.0,0.036000000000000004,3.068,0.0,0.27399999999999997,0.054000000000000006,0.0,0.0,0.0,1.0,20.08,42.354347,-71.13623,1872,2134.0,5.0,2.0,97.54815,32.8043125369
1892,0.0,0.0,68.31,2.9530000000000003,0.0,0.01,2.329,37965719.0,0.0,0.0,0.0,0.0,0.059000000000000004,0.0,0.019,9.0,9.0,0.0,0.0,2.329,0.9640000000000001,0.0,14.0,4.0,4.077,0.0,0.0,0.0,1.003,0.0,0.054000000000000006,0.0,0.0,0.0,0.0,8.0,7.577000000000001,42.350903,-71.12867,1942,2134.0,2.0,1.0,78.96755,27.2263733648
1893,0.0,0.071,26.51,5.056,0.0,1.317,3.2560000000000002,16004162.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,5.0,6.0,0.0,0.0,3.2560000000000002,0.276,0.039,18.0,2.0,1.702,0.0,0.0,0.063,3.392,0.946,0.095,0.254,0.0,0.0,0.65,0.0,12.06,42.355507,-71.132195,2621,2134.0,4.0,2.0,111.4836,30.4977593117
1894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22104400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.353188,-71.13549,888,2134.0,2.0,1.0,74.78691500000001,26.6089328594
1895,3.9410000000000003,0.0,3.846,0.006999999999999999,0.0,36.85,4.019,26723697.0,0.0,1.0,0.0,0.0,17.77,0.0,0.0,5.0,10.0,0.0,0.0,4.019,0.0,0.0,16.0,0.0,0.826,0.0,0.0,0.0,0.033,0.0,2.735,0.065,0.0,3.79,0.0,6.0,0.001,42.350536,-71.13367,2341,2134.0,3.0,1.0,88.25785,28.8926140848
1896,0.0,0.0,0.183,0.0,0.0,0.001,0.0,21472174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,80.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.0,0.0,42.349957,-71.1365,204,2134.0,4.0,2.0,167.2254,26.909787628000004
1897,0.0,0.035,55.0,3.13,0.0,0.809,6.968,21701793.0,0.0,0.0,0.0,0.0,0.0,0.0,2.306,7.0,8.0,0.0,100.3,6.968,0.922,0.0,13.0,10.0,2.459,0.0,0.0,0.0,1.115,0.0,0.614,0.0,0.0,0.0,0.0,0.0,2.464,42.35868,-71.128426,128,2134.0,6.0,2.0,185.80599999999998,22.6042216075
1898,0.0,0.187,28.02,10.7,0.0,5.903,3.1430000000000002,21515901.0,0.0,0.0,0.0,0.0,0.0,0.066,0.001,8.0,11.0,0.0,0.0,3.1430000000000002,4.0569999999999995,0.0,14.0,1.0,2.405,0.0,0.0,0.039,3.339,0.0,0.34,0.083,0.0,0.0,0.0,15.0,17.54,42.347885,-71.1396,506,2134.0,2.0,2.0,92.90299999999999,23.680613112600003
1899,0.0,0.0,0.183,0.0,0.0,0.001,0.0,21472174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,80.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.0,0.0,42.349304,-71.136765,397,2134.0,5.0,3.0,232.2575,19.267407941600002
1900,0.091,0.046,51.4,5.689,0.0,1.2919999999999998,0.0,26887004.0,0.0,2.0,0.0,0.855,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,0.022000000000000002,17.0,2.0,5.907,0.0,0.005,0.0,0.858,0.0,0.963,0.0,0.0,0.0,0.0,2.0,1.234,42.35138,-71.13323000000001,772,2134.0,1.0,1.0,92.90299999999999,16.145872576800002
1901,3.9410000000000003,0.0,3.846,0.006999999999999999,0.0,36.85,4.019,26723697.0,0.0,1.0,0.0,0.0,17.77,0.0,0.0,5.0,10.0,0.0,0.0,4.019,0.0,0.0,16.0,0.0,0.826,0.0,0.0,0.0,0.033,0.0,2.735,0.065,0.0,3.79,0.0,6.0,0.001,42.348965,-71.13478,427,2134.0,3.0,1.0,109.62553999999999,26.909787628000004
1902,0.016,0.0,39.91,3.488,0.0,0.375,3.202,39412660.0,0.006,5.0,0.0,0.0,0.426,0.0,13.27,16.0,6.0,0.0,34.8,3.202,1.589,0.0,16.0,1.0,3.737,0.0,0.006999999999999999,0.0,1.374,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.234,42.355377000000004,-71.1321,982,2134.0,4.0,2.0,185.80599999999998,19.6441449684
1903,0.016,0.0,39.91,3.488,0.0,0.375,3.202,39412660.0,0.006,5.0,0.0,0.0,0.426,0.0,13.27,16.0,6.0,0.0,34.8,3.202,1.589,0.0,16.0,1.0,3.737,0.0,0.006999999999999999,0.0,1.374,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.234,42.355377000000004,-71.1321,982,2134.0,4.0,2.0,176.5157,20.6780473352
1904,0.0,0.0,31.21,2.451,0.0,0.37200000000000005,8.232000000000001,20742361.0,0.0,3.0,0.0,0.0,0.0,0.0,0.10099999999999999,3.0,6.0,0.0,0.0,8.232000000000001,0.985,0.0,18.0,4.0,3.7310000000000003,0.0,0.0,0.012,1.453,0.0,0.066,0.004,0.0,0.0,0.0,0.0,42.33,42.358707,-71.13249,331,2134.0,4.0,2.5,204.3866,26.909787628000004
1905,0.0,0.0,55.65,3.867,0.0,1.185,8.013,20011700.0,0.0,0.0,0.0,0.042,0.0,0.053,2.5269999999999997,5.0,8.0,0.0,0.0,8.013,2.109,0.0,14.0,0.0,0.7290000000000001,0.0,0.0,0.0,2.767,0.121,0.168,0.004,0.0,0.0,0.0,1.0,4.593,42.35133,-71.13986,1444,2134.0,2.0,2.0,98.848792,24.2795076342
1906,0.0,0.035,55.0,3.13,0.0,0.809,6.968,21701793.0,0.0,0.0,0.0,0.0,0.0,0.0,2.306,7.0,8.0,0.0,100.3,6.968,0.922,0.0,13.0,10.0,2.459,0.0,0.0,0.0,1.115,0.0,0.614,0.0,0.0,0.0,0.0,0.0,2.464,42.358624,-71.1284,2725,2134.0,5.0,2.0,92.90299999999999,45.208443215
1907,0.0,0.0,77.88,3.025,0.0,0.747,3.136,22149000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,3.136,0.053,0.0,14.0,1.0,1.357,0.0,0.0,0.0,3.5639999999999996,0.0,0.015,0.0,0.0,0.0,0.0,5.0,2.99,42.34878,-71.13313000000001,2737,2134.0,4.0,2.0,111.4836,33.1887380745
1908,0.0,0.0,77.88,3.025,0.0,0.747,3.136,22149000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,3.136,0.053,0.0,14.0,1.0,1.357,0.0,0.0,0.0,3.5639999999999996,0.0,0.015,0.0,0.0,0.0,0.0,5.0,2.99,42.348690000000005,-71.13156,2737,2134.0,2.0,1.0,78.96755,31.658573679899998
1909,0.0,0.061,35.76,3.167,0.0,5.073,6.915,20042200.0,0.0,2.0,0.0,0.0,3.477,0.025,1.159,8.0,9.0,0.0,0.0,6.915,1.135,0.265,14.0,1.0,3.696,0.0,0.517,0.040999999999999995,2.033,0.051,0.203,0.004,0.0,0.0,0.0,1.0,14.38,42.351677,-71.14205,2737,2134.0,5.0,2.0,148.6448,30.2735110815
1910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22104400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.354076,-71.13344599999999,2725,2134.0,4.0,1.0,928.9370970000001,3.3371473806
1911,0.0,0.0,78.58,2.886,0.0,1.597,0.069,320842900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,12.0,1791.75,0.069,0.0,0.17800000000000002,54.0,24.0,3.701,0.0,0.0,0.0,2.011,0.0,0.35700000000000004,0.0,0.0,0.015,0.0,0.0,2.6660000000000004,42.35841,-71.06197,533,2134.0,1.0,1.0,55.7418,32.291745153499996
1912,0.0,0.0,62.04,1.564,0.0,1.7109999999999999,2.5810000000000004,39247620.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2230000000000003,9.0,8.0,0.0,0.0,2.5810000000000004,0.228,0.0,15.0,4.0,0.315,0.0,0.0,0.0,6.712999999999999,0.0,0.083,0.0,0.0,0.0,0.0,6.0,2.171,42.354774,-71.12926999999999,701,2134.0,6.0,2.0,232.2575,20.6667168983
1913,0.0,0.048,48.5,4.873,0.0,3.3680000000000003,3.0,37936773.0,0.162,1.0,0.0,0.0,0.0,0.0,2.8369999999999997,3.0,7.0,0.0,0.0,3.0,1.088,0.0,11.0,14.0,2.4219999999999997,0.0,0.0,0.002,4.388,0.0,0.11199999999999999,0.0,0.0,0.0,0.0,7.0,6.526,42.355059999999995,-71.12706999999999,2311,2134.0,5.0,3.0,204.3866,22.0170989683
1914,0.0,0.0,77.88,3.025,0.0,0.747,3.136,22149000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,3.136,0.053,0.0,14.0,1.0,1.357,0.0,0.0,0.0,3.5639999999999996,0.0,0.015,0.0,0.0,0.0,0.0,5.0,2.99,42.35075,-71.13280999999999,1706,2134.0,2.0,1.0,97.54815,17.9398584186
1915,0.0,0.071,26.51,5.056,0.0,1.317,3.2560000000000002,16004162.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,5.0,6.0,0.0,0.0,3.2560000000000002,0.276,0.039,18.0,2.0,1.702,0.0,0.0,0.063,3.392,0.946,0.095,0.254,0.0,0.0,0.65,0.0,12.06,42.355470000000004,-71.132164,412,2134.0,4.0,1.0,111.4836,30.4977593117
1916,0.016,0.0,39.91,3.488,0.0,0.375,3.202,39412660.0,0.006,5.0,0.0,0.0,0.426,0.0,13.27,16.0,6.0,0.0,34.8,3.202,1.589,0.0,16.0,1.0,3.737,0.0,0.006999999999999999,0.0,1.374,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.234,42.355026,-71.13193000000001,822,2134.0,4.0,2.0,111.4836,30.4977593117
1917,0.0,0.042,40.36,2.7230000000000003,0.0,2.479,2.218,39025890.0,0.0,0.0,0.0,0.0,0.0,0.0,1.212,5.0,9.0,0.0,141.5,2.218,1.318,0.0,14.0,1.0,1.0859999999999999,0.0,0.0,0.036000000000000004,3.068,0.0,0.27399999999999997,0.054000000000000006,0.0,0.0,0.0,1.0,20.08,42.353854999999996,-71.13842,261,2134.0,2.0,1.5,74.3224,34.9827239163
1918,0.0,0.071,26.51,5.056,0.0,1.317,3.2560000000000002,16004162.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,5.0,6.0,0.0,0.0,3.2560000000000002,0.276,0.039,18.0,2.0,1.702,0.0,0.0,0.063,3.392,0.946,0.095,0.254,0.0,0.0,0.65,0.0,12.06,42.3555,-71.13176999999999,1034,2134.0,4.0,1.0,92.90299999999999,38.750094184299996
1919,0.016,0.0,39.91,3.488,0.0,0.375,3.202,39412660.0,0.006,5.0,0.0,0.0,0.426,0.0,13.27,16.0,6.0,0.0,34.8,3.202,1.589,0.0,16.0,1.0,3.737,0.0,0.006999999999999999,0.0,1.374,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.234,42.355152000000004,-71.13198,693,2134.0,1.0,1.0,56.206315000000004,27.5769724452
1920,0.0,0.0,77.38,3.685,0.0,0.853,1.75,56729924.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,176.3,1.75,0.08900000000000001,0.0,15.0,0.0,0.956,0.0,0.0,0.0,3.429,0.0,0.37,0.0,0.0,0.0,0.0,3.0,3.505,42.34653,-71.135704,1128,2134.0,2.0,1.0,74.3224,26.842513158899997
1921,0.0,0.0,77.38,3.685,0.0,0.853,1.75,56729924.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,176.3,1.75,0.08900000000000001,0.0,15.0,0.0,0.956,0.0,0.0,0.0,3.429,0.0,0.37,0.0,0.0,0.0,0.0,3.0,3.505,42.347244,-71.133736,2483,2134.0,3.0,2.0,139.3545,30.1389621433
1922,0.0,0.042,40.36,2.7230000000000003,0.0,2.479,2.218,39025890.0,0.0,0.0,0.0,0.0,0.0,0.0,1.212,5.0,9.0,0.0,141.5,2.218,1.318,0.0,14.0,1.0,1.0859999999999999,0.0,0.0,0.036000000000000004,3.068,0.0,0.27399999999999997,0.054000000000000006,0.0,0.0,0.0,1.0,20.08,42.35386,-71.13845,414,2134.0,1.0,1.0,78.96755,26.5932018912
1923,0.0,0.042,40.36,2.7230000000000003,0.0,2.479,2.218,39025890.0,0.0,0.0,0.0,0.0,0.0,0.0,1.212,5.0,9.0,0.0,141.5,2.218,1.318,0.0,14.0,1.0,1.0859999999999999,0.0,0.0,0.036000000000000004,3.068,0.0,0.27399999999999997,0.054000000000000006,0.0,0.0,0.0,1.0,20.08,42.353863,-71.13849,535,2134.0,2.0,1.0,78.96755,29.1258877856
1924,0.0,0.048,48.5,4.873,0.0,3.3680000000000003,3.0,37936773.0,0.162,1.0,0.0,0.0,0.0,0.0,2.8369999999999997,3.0,7.0,0.0,0.0,3.0,1.088,0.0,11.0,14.0,2.4219999999999997,0.0,0.0,0.002,4.388,0.0,0.11199999999999999,0.0,0.0,0.0,0.0,7.0,6.526,42.35454,-71.12549,2254,2134.0,4.0,1.0,92.90299999999999,36.597311174
1925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22309790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.351078,-71.133965,2129,2134.0,3.0,1.0,88.25785,27.1930485504
1926,0.0,0.048,48.5,4.873,0.0,3.3680000000000003,3.0,37936773.0,0.162,1.0,0.0,0.0,0.0,0.0,2.8369999999999997,3.0,7.0,0.0,0.0,3.0,1.088,0.0,11.0,14.0,2.4219999999999997,0.0,0.0,0.002,4.388,0.0,0.11199999999999999,0.0,0.0,0.0,0.0,7.0,6.526,42.354733,-71.125206,2473,2134.0,6.0,2.0,278.709,22.4248230233
1927,0.0,0.187,28.02,10.7,0.0,5.903,3.1430000000000002,21515901.0,0.0,0.0,0.0,0.0,0.0,0.066,0.001,8.0,11.0,0.0,0.0,3.1430000000000002,4.0569999999999995,0.0,14.0,1.0,2.405,0.0,0.0,0.039,3.339,0.0,0.34,0.083,0.0,0.0,0.0,15.0,17.54,42.347491999999995,-71.13879399999999,614,2134.0,2.0,1.0,65.0321,13.070468276400002
1928,0.0,0.0,62.04,1.564,0.0,1.7109999999999999,2.5810000000000004,39247620.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2230000000000003,9.0,8.0,0.0,0.0,2.5810000000000004,0.228,0.0,15.0,4.0,0.315,0.0,0.0,0.0,6.712999999999999,0.0,0.083,0.0,0.0,0.0,0.0,6.0,2.171,42.353429999999996,-71.12884,1897,2134.0,1.0,1.0,51.09665,35.2273583493
1929,0.0,0.0,62.04,1.564,0.0,1.7109999999999999,2.5810000000000004,39247620.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2230000000000003,9.0,8.0,0.0,0.0,2.5810000000000004,0.228,0.0,15.0,4.0,0.315,0.0,0.0,0.0,6.712999999999999,0.0,0.083,0.0,0.0,0.0,0.0,6.0,2.171,42.35354,-71.128456,1982,2134.0,4.0,1.0,148.6448,24.8915535559
1930,0.0,0.0,0.183,0.0,0.0,0.001,0.0,27637885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,42.35088,-71.12903,324,2134.0,1.0,1.0,69.67725,25.6898772555
1932,3.9410000000000003,0.0,3.846,0.006999999999999999,0.0,36.85,4.019,26723697.0,0.0,1.0,0.0,0.0,17.77,0.0,0.0,5.0,10.0,0.0,0.0,4.019,0.0,0.0,16.0,0.0,0.826,0.0,0.0,0.0,0.033,0.0,2.735,0.065,0.0,3.79,0.0,6.0,0.001,42.3506,-71.134895,339,2134.0,6.0,2.0,232.2575,20.6667168983
1933,0.0,0.0,0.183,0.0,0.0,0.001,0.0,27637885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,42.350853,-71.128456,313,2134.0,3.0,2.0,125.41905,31.0957545923
1934,0.0,0.042,40.36,2.7230000000000003,0.0,2.479,2.218,39025890.0,0.0,0.0,0.0,0.0,0.0,0.0,1.212,5.0,9.0,0.0,141.5,2.218,1.318,0.0,14.0,1.0,1.0859999999999999,0.0,0.0,0.036000000000000004,3.068,0.0,0.27399999999999997,0.054000000000000006,0.0,0.0,0.0,1.0,20.08,42.353863,-71.13849,534,2134.0,2.0,1.5,78.96755,29.1258877856
1935,0.0,0.048,48.5,4.873,0.0,3.3680000000000003,3.0,37936773.0,0.162,1.0,0.0,0.0,0.0,0.0,2.8369999999999997,3.0,7.0,0.0,0.0,3.0,1.088,0.0,11.0,14.0,2.4219999999999997,0.0,0.0,0.002,4.388,0.0,0.11199999999999999,0.0,0.0,0.0,0.0,7.0,6.526,42.353725,-71.12586999999999,2583,2134.0,1.0,1.0,48.216657,38.1610861159
1936,3.9410000000000003,0.0,3.846,0.006999999999999999,0.0,36.85,4.019,26723697.0,0.0,1.0,0.0,0.0,17.77,0.0,0.0,5.0,10.0,0.0,0.0,4.019,0.0,0.0,16.0,0.0,0.826,0.0,0.0,0.0,0.033,0.0,2.735,0.065,0.0,3.79,0.0,6.0,0.001,42.349647999999995,-71.1335,403,2134.0,3.0,1.0,92.90299999999999,29.0625706382
1937,0.0,0.071,26.51,5.056,0.0,1.317,3.2560000000000002,16004162.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,5.0,6.0,0.0,0.0,3.2560000000000002,0.276,0.039,18.0,2.0,1.702,0.0,0.0,0.063,3.392,0.946,0.095,0.254,0.0,0.0,0.65,0.0,12.06,42.355476,-71.13123,252,2134.0,4.0,1.0,74.3224,28.2552770094
1938,0.0,0.0,55.65,3.867,0.0,1.185,8.013,20011700.0,0.0,0.0,0.0,0.042,0.0,0.053,2.5269999999999997,5.0,8.0,0.0,0.0,8.013,2.109,0.0,14.0,0.0,0.7290000000000001,0.0,0.0,0.0,2.767,0.121,0.168,0.004,0.0,0.0,0.0,1.0,4.593,42.35133,-71.13986,1445,2134.0,2.0,2.0,98.941695,24.256709974499998
1939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22309790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.352866999999996,-71.13345,749,2134.0,3.0,1.0,75.25143,27.906446429000002
