,pixelPlant,pixelPole,pixelLake,pixelRoad,pixelGrass,pixelWall,pixelCar,propertiesAsses,pixelSea,numCraigslistHouse,pixelRiver,pixelBus,pixelCeiling,pixelPath,pixelBuilding,crime,walkSchool,walkMbta,energySiteEUI,pixelPerson,pixelTree,pixelVan,walkPark,walkUniversity,pixelSidewalk,pixelGround,pixelMountain,pixelPalmTree,pixelHouse,pixelBridge,pixelSign,pixelRailing,pixelField,pixelWindow,pixelGrandstand,numCraigslistRoom,pixelSky,Latitude,Longitude,Address,Zip,RoomType,Bathrooms,SQM,PricePerSQM
0,0.0,0.0,60.99,2.6710000000000003,0.0,2.116,6.638999999999999,142585895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,10.0,0.0,6.638999999999999,1.739,0.053,51.0,20.0,4.167,0.0,0.0,0.099,0.349,0.0,0.096,0.0,0.0,0.0,0.0,0.0,18.16,42.35855,-71.06478,1597,2108.0,3.0,2.0,132.386775,32.1029045386
1,0.0,0.004,34.12,0.217,0.0,4.409,22.56,173725104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,31.0,6.0,145.0,22.56,0.0,0.0,34.0,18.0,1.013,0.0,0.0,0.175,2.47,0.0,0.068,0.078,0.9520000000000001,0.0,0.0,0.0,27.81,42.356533,-71.070305,1343,2108.0,3.0,3.5,232.2575,40.9028771945
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243090896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,35.0,9.0,263.7,0.0,0.0,0.0,53.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3554,-71.06151,1357,2108.0,2.0,2.5,209.03175,40.6636790822
3,0.0,0.0,37.65,1.242,0.0,0.6940000000000001,0.02,216929815.0,0.0,0.0,0.0,0.0,0.0,0.804,0.0,35.0,34.0,12.0,965.3,0.02,9.99,0.0,56.0,24.0,0.016,0.0,0.0,0.0,9.59,0.0,1.123,0.0,0.0,0.0,0.0,0.0,24.04,42.356464,-71.06175999999999,2146,2108.0,4.0,2.0,123.096475,58.490708202700006
4,0.0,0.0,37.65,1.242,0.0,0.6940000000000001,0.02,216929815.0,0.0,0.0,0.0,0.0,0.0,0.804,0.0,35.0,34.0,12.0,965.3,0.02,9.99,0.0,56.0,24.0,0.016,0.0,0.0,0.0,9.59,0.0,1.123,0.0,0.0,0.0,0.0,0.0,24.04,42.356464,-71.06175999999999,2141,2108.0,2.0,1.0,69.67725,54.5371695927
5,0.0,0.0,37.65,1.242,0.0,0.6940000000000001,0.02,216929815.0,0.0,0.0,0.0,0.0,0.0,0.804,0.0,35.0,34.0,12.0,965.3,0.02,9.99,0.0,56.0,24.0,0.016,0.0,0.0,0.0,9.59,0.0,1.123,0.0,0.0,0.0,0.0,0.0,24.04,42.356464,-71.06175999999999,2144,2108.0,3.0,2.0,104.515875,57.4075469396
6,0.0,0.0,37.65,1.242,0.0,0.6940000000000001,0.02,216929815.0,0.0,0.0,0.0,0.0,0.0,0.804,0.0,35.0,34.0,12.0,965.3,0.02,9.99,0.0,56.0,24.0,0.016,0.0,0.0,0.0,9.59,0.0,1.123,0.0,0.0,0.0,0.0,0.0,24.04,42.356464,-71.06175999999999,2145,2108.0,4.0,2.0,109.62553999999999,54.7317714467
7,0.0,0.0,43.3,3.583,0.0,2.2569999999999997,4.928,18049700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.742,5.0,11.0,0.0,212.2,4.928,2.022,0.39,10.0,0.0,2.738,0.0,0.017,0.653,2.387,0.022000000000000002,0.075,1.17,0.0,0.0,0.0,0.0,10.64,42.303974,-71.07125,418,2108.0,1.0,1.0,60.38695,37.2597059464
8,0.0,0.0,37.65,1.242,0.0,0.6940000000000001,0.02,216929815.0,0.0,0.0,0.0,0.0,0.0,0.804,0.0,35.0,34.0,12.0,965.3,0.02,9.99,0.0,56.0,24.0,0.016,0.0,0.0,0.0,9.59,0.0,1.123,0.0,0.0,0.0,0.0,0.0,24.04,42.356464,-71.06175999999999,2143,2108.0,3.0,2.0,92.90299999999999,60.2779242866
9,0.0,0.018000000000000002,23.85,7.066,0.0,1.619,0.23600000000000002,120456350.0,0.0,0.0,0.0,0.0,0.0,0.22399999999999998,0.0,3.0,21.0,3.0,0.0,0.23600000000000002,5.787999999999999,0.27,35.0,5.0,2.553,0.0,0.0,0.0,2.4290000000000003,0.0,0.248,0.7070000000000001,0.15,0.0,0.0,0.0,13.28,42.357234999999996,-71.07218,895,2108.0,1.0,1.0,41.713446999999995,67.0047718665
10,0.0,0.018000000000000002,23.85,7.066,0.0,1.619,0.23600000000000002,120456350.0,0.0,0.0,0.0,0.0,0.0,0.22399999999999998,0.0,3.0,21.0,3.0,0.0,0.23600000000000002,5.787999999999999,0.27,35.0,5.0,2.553,0.0,0.0,0.0,2.4290000000000003,0.0,0.248,0.7070000000000001,0.15,0.0,0.0,0.0,13.28,42.356564,-71.071106,206,2108.0,2.0,1.0,130.0642,30.754043003400003
11,0.0,0.005,11.29,5.07,0.0,0.0,0.298,84790141.0,0.0,0.0,0.0,0.6609999999999999,0.0,0.09,0.0,0.0,33.0,8.0,0.0,0.298,17.96,0.0,43.0,20.0,0.09300000000000001,0.0,0.0,0.0,2.7680000000000002,0.0,0.201,0.0,0.44,0.0,0.0,0.0,49.75,42.356823,-71.067986,2008,2108.0,2.0,2.5,185.80599999999998,32.291745153499996
12,0.0,0.018000000000000002,23.85,7.066,0.0,1.619,0.23600000000000002,120456350.0,0.0,0.0,0.0,0.0,0.0,0.22399999999999998,0.0,3.0,21.0,3.0,0.0,0.23600000000000002,5.787999999999999,0.27,35.0,5.0,2.553,0.0,0.0,0.0,2.4290000000000003,0.0,0.248,0.7070000000000001,0.15,0.0,0.0,0.0,13.28,42.355957000000004,-71.071724,2569,2108.0,2.0,2.0,139.3545,53.8195752559
13,0.0,0.004,34.12,0.217,0.0,4.409,22.56,173725104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,31.0,6.0,145.0,22.56,0.0,0.0,34.0,18.0,1.013,0.0,0.0,0.175,2.47,0.0,0.068,0.078,0.9520000000000001,0.0,0.0,0.0,27.81,42.356266,-71.070145,2334,2108.0,2.0,2.0,115.19972,43.4028832709
14,0.0,0.366,0.9,0.988,0.0,0.0,0.027999999999999997,13676500.0,0.0,0.0,0.0,0.0,0.0,0.5429999999999999,0.0,0.0,36.0,11.0,197.0,0.027999999999999997,14.75,0.0,51.0,22.0,0.701,0.0,0.0,0.075,0.593,0.0,0.081,0.0,0.057,0.0,0.0,0.0,67.45,42.357292,-71.065674,1587,2108.0,2.0,1.0,92.438485,35.6994167527
15,0.0,0.0,43.3,3.583,0.0,2.2569999999999997,4.928,18049700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.742,5.0,11.0,0.0,212.2,4.928,2.022,0.39,10.0,0.0,2.738,0.0,0.017,0.653,2.387,0.022000000000000002,0.075,1.17,0.0,0.0,0.0,0.0,10.64,42.303974,-71.07125,417,2108.0,1.0,1.0,60.38695,37.2597059464
16,0.0,0.035,50.87,1.745,0.0,0.514,2.51,258957439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,22.0,6.0,0.0,2.51,4.223,0.0,38.0,14.0,2.5639999999999996,0.0,0.0,0.11599999999999999,1.925,0.0,0.04,1.297,0.0,0.0,0.0,0.0,23.75,42.35807,-71.069046,891,2108.0,2.0,1.5,111.4836,26.909787628000004
17,0.0,0.035,50.87,1.745,0.0,0.514,2.51,258957439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,22.0,6.0,0.0,2.51,4.223,0.0,38.0,14.0,2.5639999999999996,0.0,0.0,0.11599999999999999,1.925,0.0,0.04,1.297,0.0,0.0,0.0,0.0,23.75,42.358112,-71.06925,2733,2108.0,2.0,2.0,83.6127,38.2716979598
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10704800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,260.9,0.0,0.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.252857,-71.11705,978,2108.0,1.0,1.0,55.7418,46.6436318885
19,0.0,0.0,37.65,1.242,0.0,0.6940000000000001,0.02,216929815.0,0.0,0.0,0.0,0.0,0.0,0.804,0.0,35.0,34.0,12.0,965.3,0.02,9.99,0.0,56.0,24.0,0.016,0.0,0.0,0.0,9.59,0.0,1.123,0.0,0.0,0.0,0.0,0.0,24.04,42.356464,-71.06175999999999,2142,2108.0,2.0,1.0,69.67725,50.2316035722
20,0.0,0.004,34.12,0.217,0.0,4.409,22.56,173725104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,31.0,6.0,145.0,22.56,0.0,0.0,34.0,18.0,1.013,0.0,0.0,0.175,2.47,0.0,0.068,0.078,0.9520000000000001,0.0,0.0,0.0,27.81,42.356266,-71.070145,2333,2108.0,2.0,2.0,115.19972,45.1389986017
21,0.0,0.018000000000000002,23.85,7.066,0.0,1.619,0.23600000000000002,120456350.0,0.0,0.0,0.0,0.0,0.0,0.22399999999999998,0.0,3.0,21.0,3.0,0.0,0.23600000000000002,5.787999999999999,0.27,35.0,5.0,2.553,0.0,0.0,0.0,2.4290000000000003,0.0,0.248,0.7070000000000001,0.15,0.0,0.0,0.0,13.28,42.356564,-71.071106,205,2108.0,2.0,1.0,139.3545,30.1389621433
22,0.0,0.0,60.99,2.6710000000000003,0.0,2.116,6.638999999999999,142585895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,10.0,0.0,6.638999999999999,1.739,0.053,51.0,20.0,4.167,0.0,0.0,0.099,0.349,0.0,0.096,0.0,0.0,0.0,0.0,0.0,18.16,42.357727000000004,-71.065384,890,2108.0,1.0,1.0,62.709525,39.0690250006
23,0.0,0.0,60.99,2.6710000000000003,0.0,2.116,6.638999999999999,142585895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,10.0,0.0,6.638999999999999,1.739,0.053,51.0,20.0,4.167,0.0,0.0,0.099,0.349,0.0,0.096,0.0,0.0,0.0,0.0,0.0,18.16,42.357727000000004,-71.065384,889,2108.0,1.0,1.0,62.24501,39.3605848887
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10704800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,260.9,0.0,0.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.252857,-71.11705,975,2108.0,1.0,1.0,53.419225,55.2235641756
25,0.0,0.035,50.87,1.745,0.0,0.514,2.51,258957439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,22.0,6.0,0.0,2.51,4.223,0.0,38.0,14.0,2.5639999999999996,0.0,0.0,0.11599999999999999,1.925,0.0,0.04,1.297,0.0,0.0,0.0,0.0,23.75,42.358063,-71.06974,2704,2108.0,2.0,2.0,78.96755,40.5229743103
26,0.0,0.0,37.65,1.242,0.0,0.6940000000000001,0.02,216929815.0,0.0,0.0,0.0,0.0,0.0,0.804,0.0,35.0,34.0,12.0,965.3,0.02,9.99,0.0,56.0,24.0,0.016,0.0,0.0,0.0,9.59,0.0,1.123,0.0,0.0,0.0,0.0,0.0,24.04,42.355540000000005,-71.06136,104,2108.0,2.0,3.0,319.121805,37.6031966854
27,0.0,0.004,34.12,0.217,0.0,4.409,22.56,173725104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,31.0,6.0,145.0,22.56,0.0,0.0,34.0,18.0,1.013,0.0,0.0,0.175,2.47,0.0,0.068,0.078,0.9520000000000001,0.0,0.0,0.0,27.81,42.356773,-71.06997,540,2108.0,2.0,1.0,69.67725,55.2547639294
28,0.0,0.004,34.12,0.217,0.0,4.409,22.56,173725104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,31.0,6.0,145.0,22.56,0.0,0.0,34.0,18.0,1.013,0.0,0.0,0.175,2.47,0.0,0.068,0.078,0.9520000000000001,0.0,0.0,0.0,27.81,42.35678,-71.06998399999999,703,2108.0,2.0,1.0,69.67725,55.2547639294
29,0.0,0.005,11.29,5.07,0.0,0.0,0.298,84790141.0,0.0,0.0,0.0,0.6609999999999999,0.0,0.09,0.0,0.0,33.0,8.0,0.0,0.298,17.96,0.0,43.0,20.0,0.09300000000000001,0.0,0.0,0.0,2.7680000000000002,0.0,0.201,0.0,0.44,0.0,0.0,0.0,49.75,42.35764,-71.06825,2314,2108.0,3.0,3.0,204.3866,43.5449290707
30,0.0,0.0,89.47,3.715,0.0,0.743,0.0,269677724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,32.0,11.0,532.1,0.0,0.0,0.085,46.0,22.0,1.04,0.0,0.0,0.0,1.331,0.0,0.327,0.0,0.0,0.0,0.0,0.0,0.0,42.357246,-71.06,1861,2108.0,3.0,2.5,185.620194,63.3013022279
31,0.0,0.005,11.29,5.07,0.0,0.0,0.298,84790141.0,0.0,0.0,0.0,0.6609999999999999,0.0,0.09,0.0,0.0,33.0,8.0,0.0,0.298,17.96,0.0,43.0,20.0,0.09300000000000001,0.0,0.0,0.0,2.7680000000000002,0.0,0.201,0.0,0.44,0.0,0.0,0.0,49.75,42.356823,-71.067986,2007,2108.0,2.0,2.5,185.80599999999998,34.9827239163
32,0.0,0.13,15.27,6.221,0.0,1.5419999999999998,10.08,25811490.0,0.0,1.0,0.0,0.0,0.0,0.386,1.626,11.0,10.0,2.0,245.7,10.08,2.28,0.0,14.0,0.0,1.0190000000000001,0.0,0.0,0.23800000000000002,2.501,0.0,0.902,0.025,0.163,0.0,0.0,0.0,39.45,42.312897,-71.097374,1201,2108.0,2.0,1.0,92.90299999999999,24.757004617699998
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10704800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,260.9,0.0,0.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.252857,-71.11705,976,2108.0,1.0,1.0,53.419225,55.2235641756
34,0.0,0.035,50.87,1.745,0.0,0.514,2.51,258957439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,22.0,6.0,0.0,2.51,4.223,0.0,38.0,14.0,2.5639999999999996,0.0,0.0,0.11599999999999999,1.925,0.0,0.04,1.297,0.0,0.0,0.0,0.0,23.75,42.358036,-71.069695,2716,2108.0,2.0,2.0,83.6127,38.2716979598
35,0.0,0.018000000000000002,23.85,7.066,0.0,1.619,0.23600000000000002,120456350.0,0.0,0.0,0.0,0.0,0.0,0.22399999999999998,0.0,3.0,21.0,3.0,0.0,0.23600000000000002,5.787999999999999,0.27,35.0,5.0,2.553,0.0,0.0,0.0,2.4290000000000003,0.0,0.248,0.7070000000000001,0.15,0.0,0.0,0.0,13.28,42.357105,-71.071106,917,2108.0,2.0,1.5,83.6127,41.8596696435
36,0.0,0.0,43.3,3.583,0.0,2.2569999999999997,4.928,18049700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.742,5.0,11.0,0.0,212.2,4.928,2.022,0.39,10.0,0.0,2.738,0.0,0.017,0.653,2.387,0.022000000000000002,0.075,1.17,0.0,0.0,0.0,0.0,10.64,42.303974,-71.07125,2750,2108.0,1.0,1.0,52.95471,38.712326061300004
37,0.0,0.004,34.12,0.217,0.0,4.409,22.56,173725104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,31.0,6.0,145.0,22.56,0.0,0.0,34.0,18.0,1.013,0.0,0.0,0.175,2.47,0.0,0.068,0.078,0.9520000000000001,0.0,0.0,0.0,27.81,42.356773,-71.06997,2733,2108.0,2.0,1.0,74.04369100000001,51.9963274116
38,0.0,0.004,34.12,0.217,0.0,4.409,22.56,173725104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,31.0,6.0,145.0,22.56,0.0,0.0,34.0,18.0,1.013,0.0,0.0,0.175,2.47,0.0,0.068,0.078,0.9520000000000001,0.0,0.0,0.0,27.81,42.356266,-71.070145,2733,2108.0,2.0,2.0,139.3545,37.3149055108
39,0.0,0.0,89.47,3.715,0.0,0.743,0.0,269677724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,32.0,11.0,532.1,0.0,0.0,0.085,46.0,22.0,1.04,0.0,0.0,0.0,1.331,0.0,0.327,0.0,0.0,0.0,0.0,0.0,0.0,42.357246,-71.06,1860,2108.0,3.0,4.0,263.565811,132.794158192
40,0.0,0.004,34.12,0.217,0.0,4.409,22.56,173725104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,31.0,6.0,145.0,22.56,0.0,0.0,34.0,18.0,1.013,0.0,0.0,0.175,2.47,0.0,0.068,0.078,0.9520000000000001,0.0,0.0,0.0,27.81,42.356840000000005,-71.06867,813,2108.0,2.0,2.0,130.0642,28.409047224400002
41,0.0,0.0,43.3,3.583,0.0,2.2569999999999997,4.928,18049700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.742,5.0,11.0,0.0,212.2,4.928,2.022,0.39,10.0,0.0,2.738,0.0,0.017,0.653,2.387,0.022000000000000002,0.075,1.17,0.0,0.0,0.0,0.0,10.64,42.303974,-71.07125,2750,2108.0,1.0,1.0,71.34950400000001,30.834131656999997
42,0.0,0.0,43.3,3.583,0.0,2.2569999999999997,4.928,18049700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.742,5.0,11.0,0.0,212.2,4.928,2.022,0.39,10.0,0.0,2.738,0.0,0.017,0.653,2.387,0.022000000000000002,0.075,1.17,0.0,0.0,0.0,0.0,10.64,42.303974,-71.07125,2750,2108.0,1.0,1.0,52.95471,45.321747583900006
43,0.0,0.035,50.87,1.745,0.0,0.514,2.51,258957439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,22.0,6.0,0.0,2.51,4.223,0.0,38.0,14.0,2.5639999999999996,0.0,0.0,0.11599999999999999,1.925,0.0,0.04,1.297,0.0,0.0,0.0,0.0,23.75,42.3581,-71.06933599999999,2673,2108.0,2.0,2.0,83.6127,38.2716979598
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10704800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,260.9,0.0,0.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.252857,-71.11705,977,2108.0,1.0,1.0,65.0321,45.66975386
45,0.0,0.0,60.99,2.6710000000000003,0.0,2.116,6.638999999999999,142585895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,10.0,0.0,6.638999999999999,1.739,0.053,51.0,20.0,4.167,0.0,0.0,0.099,0.349,0.0,0.096,0.0,0.0,0.0,0.0,0.0,18.16,42.35824,-71.06534,1113,2108.0,1.0,1.0,48.866978,46.04336286149999
46,0.0,0.0,89.47,3.715,0.0,0.743,0.0,269677724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,32.0,11.0,532.1,0.0,0.0,0.085,46.0,22.0,1.04,0.0,0.0,0.0,1.331,0.0,0.327,0.0,0.0,0.0,0.0,0.0,0.0,42.357246,-71.06,1862,2108.0,2.0,2.0,122.353251,44.95180924939999
47,0.0,0.004,21.7,7.778,0.0,0.17800000000000002,7.972,15222635.0,0.0,0.0,0.0,0.0,0.0,0.106,0.0,6.0,12.0,0.0,0.0,7.972,2.858,0.0,17.0,0.0,3.109,0.0,0.0,0.017,3.7969999999999997,0.0,1.45,0.0,0.01,0.0,0.0,0.0,28.66,42.301266,-71.07714,1135,2108.0,2.0,2.0,92.90299999999999,39.5573878131
48,0.0,0.0,60.99,2.6710000000000003,0.0,2.116,6.638999999999999,142585895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,10.0,0.0,6.638999999999999,1.739,0.053,51.0,20.0,4.167,0.0,0.0,0.099,0.349,0.0,0.096,0.0,0.0,0.0,0.0,0.0,18.16,42.35824,-71.06534,1114,2108.0,1.0,1.0,60.38695,38.0876994119
49,0.0,0.005,11.29,5.07,0.0,0.0,0.298,84790141.0,0.0,0.0,0.0,0.6609999999999999,0.0,0.09,0.0,0.0,33.0,8.0,0.0,0.298,17.96,0.0,43.0,20.0,0.09300000000000001,0.0,0.0,0.0,2.7680000000000002,0.0,0.201,0.0,0.44,0.0,0.0,0.0,49.75,42.356724,-71.06812,2733,2108.0,2.0,2.0,130.0642,44.977787892399995
50,0.0,0.018000000000000002,23.85,7.066,0.0,1.619,0.23600000000000002,120456350.0,0.0,0.0,0.0,0.0,0.0,0.22399999999999998,0.0,3.0,21.0,3.0,0.0,0.23600000000000002,5.787999999999999,0.27,35.0,5.0,2.553,0.0,0.0,0.0,2.4290000000000003,0.0,0.248,0.7070000000000001,0.15,0.0,0.0,0.0,13.28,42.355778,-71.0724,2668,2108.0,2.0,1.5,102.1933,32.291745153499996
51,0.0,0.006999999999999999,47.61,1.75,0.0,1.369,11.12,216805996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,29.0,10.0,0.0,11.12,0.391,0.0,41.0,19.0,4.051,0.0,0.0,0.0,3.799,0.0,0.35200000000000004,0.115,0.0,0.0,0.0,3.0,27.67,42.357929999999996,-71.06789,2373,2108.0,1.0,1.0,67.81919,44.0878164425
52,0.0,0.035,50.87,1.745,0.0,0.514,2.51,258957439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,22.0,6.0,0.0,2.51,4.223,0.0,38.0,14.0,2.5639999999999996,0.0,0.0,0.11599999999999999,1.925,0.0,0.04,1.297,0.0,0.0,0.0,0.0,23.75,42.357758000000004,-71.06894,2693,2108.0,4.0,3.5,928.9370970000001,7.535494085239999
53,0.0,0.0,43.3,3.583,0.0,2.2569999999999997,4.928,18049700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.742,5.0,11.0,0.0,212.2,4.928,2.022,0.39,10.0,0.0,2.738,0.0,0.017,0.653,2.387,0.022000000000000002,0.075,1.17,0.0,0.0,0.0,0.0,10.64,42.303974,-71.07125,419,2108.0,1.0,1.0,56.299218,38.6328634263
54,0.0,0.035,50.87,1.745,0.0,0.514,2.51,258957439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,22.0,6.0,0.0,2.51,4.223,0.0,38.0,14.0,2.5639999999999996,0.0,0.0,0.11599999999999999,1.925,0.0,0.04,1.297,0.0,0.0,0.0,0.0,23.75,42.358063,-71.06974,2703,2108.0,1.0,1.0,55.7418,53.8195752559
55,0.0,0.0,43.3,3.583,0.0,2.2569999999999997,4.928,18049700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.742,5.0,11.0,0.0,212.2,4.928,2.022,0.39,10.0,0.0,2.738,0.0,0.017,0.653,2.387,0.022000000000000002,0.075,1.17,0.0,0.0,0.0,0.0,10.64,42.303974,-71.07125,420,2108.0,1.0,1.0,58.528890000000004,34.171158892600005
56,0.0,0.035,50.87,1.745,0.0,0.514,2.51,258957439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,22.0,6.0,0.0,2.51,4.223,0.0,38.0,14.0,2.5639999999999996,0.0,0.0,0.11599999999999999,1.925,0.0,0.04,1.297,0.0,0.0,0.0,0.0,23.75,42.358063,-71.06974,2704,2108.0,1.0,1.0,99.220404,30.235716435900002
57,0.0,0.004,34.12,0.217,0.0,4.409,22.56,173725104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,31.0,6.0,145.0,22.56,0.0,0.0,34.0,18.0,1.013,0.0,0.0,0.175,2.47,0.0,0.068,0.078,0.9520000000000001,0.0,0.0,0.0,27.81,42.356266,-71.07004,2316,2108.0,2.0,2.0,374.863605,13.871712085799999
58,0.0,0.0,58.24,1.238,0.0,0.0,0.001,115347100.0,0.0,3.0,0.0,0.12300000000000001,0.0,0.0,0.0,7.0,20.0,9.0,238.0,0.001,0.003,0.024,39.0,15.0,0.0,0.0,0.0,0.0,13.85,0.0,0.124,0.043,0.0,0.0,0.027999999999999997,9.0,7.956,42.361675,-71.053185,2643,2109.0,1.0,1.0,72.46434,36.5697113918
59,0.138,0.0,66.44,1.226,0.0,18.67,2.2119999999999997,89909859.0,0.0,0.0,0.0,0.006999999999999999,0.0,0.0,0.0,14.0,12.0,6.0,372.3,2.2119999999999997,0.161,0.0,30.0,6.0,0.848,0.0,0.0,0.0,1.765,0.006,0.121,0.08800000000000001,0.0,0.036000000000000004,0.0,1.0,1.743,42.36499,-71.052605,1056,2109.0,1.0,1.0,55.7418,43.055660204700004
60,0.0,0.0,58.24,1.238,0.0,0.0,0.001,115347100.0,0.0,3.0,0.0,0.12300000000000001,0.0,0.0,0.0,7.0,20.0,9.0,238.0,0.001,0.003,0.024,39.0,15.0,0.0,0.0,0.0,0.0,13.85,0.0,0.124,0.043,0.0,0.0,0.027999999999999997,9.0,7.956,42.362057,-71.053246,2786,2109.0,2.0,1.0,111.4836,26.909787628000004
61,0.0,0.013999999999999999,75.12,2.219,0.0,5.2860000000000005,1.663,24922000.0,0.0,0.0,0.018000000000000002,0.0,0.0,0.0,0.292,2.0,9.0,4.0,326.1,1.663,0.0,0.0,23.0,5.0,0.893,0.0,0.0,0.06,0.93,0.0,0.24600000000000002,0.0,0.0,0.0,0.0,0.0,9.699,42.36513,-71.05145,1384,2109.0,1.0,1.0,70.048862,38.5445233928
62,0.0,0.0,66.35,0.067,0.0,4.648,12.05,76706551.0,0.0,0.0,0.0,0.0,0.0,0.078,0.0,14.0,15.0,7.0,188.3,12.05,0.187,0.0,31.0,15.0,0.043,0.0,0.0,0.0,0.513,0.0,0.07400000000000001,0.0,0.0,0.0,0.0,2.0,10.1,42.362694,-71.052284,675,2109.0,1.0,1.0,68.283705,38.0764341947
63,0.0,0.013999999999999999,75.12,2.219,0.0,5.2860000000000005,1.663,24922000.0,0.0,0.0,0.018000000000000002,0.0,0.0,0.0,0.292,2.0,9.0,4.0,326.1,1.663,0.0,0.0,23.0,5.0,0.893,0.0,0.0,0.06,0.93,0.0,0.24600000000000002,0.0,0.0,0.0,0.0,0.0,9.699,42.366074,-71.05176,1677,2109.0,2.0,1.5,102.1933,33.2702828855
64,0.0,0.013999999999999999,75.12,2.219,0.0,5.2860000000000005,1.663,24922000.0,0.0,0.0,0.018000000000000002,0.0,0.0,0.0,0.292,2.0,9.0,4.0,326.1,1.663,0.0,0.0,23.0,5.0,0.893,0.0,0.0,0.06,0.93,0.0,0.24600000000000002,0.0,0.0,0.0,0.0,0.0,9.699,42.366226,-71.05108,1540,2109.0,1.0,1.0,66.518548,27.0601216371
65,0.0,0.0,54.9,5.716,0.0,1.493,0.68,66354720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,5.0,155.5,0.68,0.05,0.0,19.0,4.0,5.245,0.0,0.0,0.0,1.795,0.0,0.065,0.0,0.0,0.0,0.0,0.0,18.54,42.36752,-71.05388,1904,2109.0,1.0,1.0,44.128925,40.7895728255
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67154587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,4.0,211.3,0.0,0.0,0.0,29.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.36414,-71.05193,1852,2109.0,1.0,1.0,43.106992,51.035804121999995
